,101-401,101-801,101-1201,101-1601,101-2001,1201-1601,1201-2001,1601-2001,1-2001,1-401,1-801,1-1201,1-1601,2001-4001,2001-2401,4001-6001,401-801,401-1201,401-1601,401-2001,801-1201,801-1601,801-2001,1-401-801-1201-1601-2001,1-401-801-1201-2001,1-401-801-1601-2001,1-401-801-2001,1-401-1201-1601-2001,1-401-1201-2001,1-401-1601-2001,1-401-2001,mks-101-401-801-1201-1601-2001,mks-101-401-801-1201-2001,mks-101-401-801-1601-2001,mks-101-401-801-2001,mks-101-401-1201-1601-2001,mks-101-401-1201-2001,mks-101-401-1601-2001,mks-101-401-2001,mks-101-2001,mks-401-801-1201-1601-2001,mks-401-801-1201-2001,mks-401-801-1601-2001,mks-401-801-2001,mks-401-1201-1601-2001,mks-401-1201-2001,mks-401-1601-2001,mks-401-2001,mks-801-1201-1601-2001,mks-801-1201-2001,mks-801-1601-2001,mks-801-2001
0,0.9603236039651001,0.9716689178908097,0.9535517016004434,0.9414381170412248,0.8905210816261874,0.9972053829237779,0.9947978364595345,0.997977004431586,0.8593051776556916,0.9048784479214182,0.9356779469550608,0.9291904609429115,0.9027672374206432,0.9851200593479389,0.9981781084710515,0.9941685280942547,0.9859934522720176,0.9805510784490717,0.9747540619418057,0.9486036360970059,0.9895577481626038,0.9935313706551513,0.9883151284096647,0.7816402443437664,0.7826487072669809,0.7865062739214396,0.7886119756126992,0.8028499109660022,0.8039227081592681,0.7930573601872399,0.7693500758158756,0.8640242101161496,0.8631824893211222,0.874422082167449,0.8842932440063811,0.9174735363286418,0.9175718061923402,0.9264407164226931,0.8814572545894602,0.8905001350010022,0.9713630612084504,0.9706215656079346,0.9779057755934651,0.97509087386245,0.9632667627111283,0.9623935278979735,0.9568357939099148,0.9492523314400654,0.5945121285648178,0.6005061696620068,0.5902062797398175,0.5949291013839201
1,0.9922887581182989,0.9481615049180674,0.9319931160570321,0.9267467026050353,0.9065294501957211,0.9974137218678428,0.9887900658467317,0.9955955817058699,0.8368547968766743,0.9866954153031018,0.8722611116842928,0.8520465498815427,0.8618043811147135,0.9761049507864266,0.9978083264775783,0.9936779835533797,0.9927934633448733,0.9821445750083075,0.9703011633078938,0.9371360677851012,0.9869069252061538,0.9836244970798901,0.9708599048779922,0.7200604062742316,0.7193933462335041,0.7261321367809433,0.7252283200624934,0.7272696234280914,0.7253622804555362,0.7279446733146009,0.7363351782581156,0.7427337520769057,0.7431268432995211,0.7496165655995052,0.7360724125415552,0.7306063455255141,0.7285308989741597,0.714145390180026,0.7273555230888457,0.9139969257412699,0.9191696375258599,0.9192207757247066,0.9244229935931723,0.9212370119422694,0.9300984320774905,0.9317585442166991,0.926518107158316,0.9283068584771863,0.8077441716137947,0.8060239002308486,0.8077661810967884,0.7870773859274344
2,0.9913214023545449,0.983149664804857,0.9668554300921536,0.9479766050287318,0.9131012349328823,0.9972893994917956,0.9908792160121176,0.9954779347557199,0.8389767261264816,0.985992568452694,0.9114067476009842,0.9585259570803802,0.9233776720061494,0.9880285777051662,0.9965885077423742,0.9936453771623126,0.9931274861405305,0.988856905424091,0.9635437003751526,0.9630636883549881,0.9946615847270334,0.9943213596031867,0.9835694330503554,0.8489417365163676,0.8505703594811894,0.8436027135454623,0.8395142676607485,0.8456726578507214,0.8464856264894888,0.8315932014298625,0.8372425658670429,0.926973472880002,0.9315799815136928,0.9224793609937307,0.9237543591780184,0.9226508503585621,0.9268176276502219,0.920454136548687,0.9010125630966656,0.9120772049515995,0.9094301351804345,0.907279847499337,0.9070167332033423,0.9113628754500002,0.9367613363768379,0.9356974337049334,0.9198192784861252,0.8887897463990777,0.6517362082414504,0.6521398623102501,0.6566026593883959,0.6429127849330222
3,0.9674158239519949,0.9820279018250879,0.9646304433600655,0.9558628115833389,0.940964788103494,0.9978437705304891,0.9954339965399905,0.9982223971802705,0.8649413262836445,0.937490190997738,0.9252829585199492,0.9536636819255568,0.9212782478232016,0.9885770036436637,0.9978629744213228,0.983766262567125,0.9929341317159526,0.9914203966933198,0.9659592882976279,0.9475242585326367,0.9954877482370387,0.9932270094691324,0.9852002746733858,0.8647450104177665,0.8650239066236217,0.8688223504916069,0.8673749049972164,0.8666695273863294,0.8671201259239895,0.853522151154084,0.8481649494413864,0.8600601842308799,0.8623429056243082,0.8531230801577716,0.8480067771270239,0.8361062258244636,0.83725669663594,0.8176158521856632,0.8298722595180265,0.9356741522027281,0.9188928339188255,0.9181524979114489,0.9186128076290044,0.9169790996200233,0.9150116503273672,0.9149240023958776,0.913026587381025,0.9088968695240274,0.680642495730638,0.6827054859480944,0.675980654052252,0.6729143015316003
4,0.9914930804232801,0.9492651340985334,0.961332300919239,0.9649500280363267,0.9566491926305455,0.9986864685168433,0.9961732384907289,0.9984622092314456,0.9051220312317787,0.9815558441360367,0.7713506755907868,0.8717862428999701,0.9198920172106481,0.9800985181825107,0.9976404728557499,0.98030555266301,0.9946717211536663,0.9891507010885554,0.9805976120921539,0.9784814630047528,0.9899149607930894,0.9925714283345749,0.9843532423720787,0.8532549643600722,0.8528269710444608,0.8571845946011871,0.855961164830838,0.8524313502354849,0.8520414996511328,0.8410492594047163,0.8510156564395899,0.8477361392611045,0.848203063177781,0.8513908940693348,0.8411377557468199,0.8495262524245519,0.8499761872475403,0.8382450615239969,0.8410315881835115,0.9532620015844044,0.9559006562277083,0.9593943344337167,0.95507899655721,0.9537379987836034,0.9663803753368296,0.9657687890350741,0.9640914997486664,0.9617641190841099,0.9252192484574,0.9241872704219924,0.9194442147324994,0.9148967981075995
5,0.9536235320120195,0.9752246096683501,0.948134135890319,0.9122575652203506,0.8602914327167958,0.9967126536057013,0.9934791967711027,0.9972906148811186,0.8386087958154004,0.8820888582836136,0.9432717964477564,0.942784847703385,0.886185170031527,0.9921844220779452,0.9978199975024902,0.9943323663507644,0.9889472716091507,0.9748453696885415,0.9462244133890794,0.931332244183328,0.9920990395784621,0.991468935652982,0.9835079864039502,0.7485587512876086,0.7472983757741322,0.7510734132520703,0.7478682837611357,0.754890491311963,0.7528062363220894,0.7448694333641772,0.737652527804024,0.9511657048072433,0.9471131455313547,0.9578219275091222,0.9507608353980662,0.9291856217471441,0.9240188926737714,0.9052694084968114,0.9014526009891909,0.8614683982267607,0.9564754506800762,0.9552068188635646,0.9610987647503064,0.95563326961455,0.9622417723482874,0.9581054794254719,0.9413620772779167,0.9289158249166469,0.6619864049657457,0.6610448547276997,0.6681970092886602,0.6509378247358103
6,0.962007389345718,0.9728339814200478,0.9535993757344929,0.89574215708167,0.8576148970789175,0.996973261653262,0.9933753884404949,0.9974377343448397,0.809529111612298,0.8798605684042347,0.9175123420858888,0.9434638233960009,0.8778069242609488,0.9887277556497938,0.9979892297325151,0.9954536124468073,0.9882327289388808,0.9768542311245985,0.9617536673619765,0.9099474027021552,0.99251788425463,0.9881004819476958,0.9835388842934492,0.7529539726100957,0.7522245600937152,0.7503211049827738,0.7551461326063654,0.7910968790907966,0.7904259704830988,0.77809335069441,0.746643483528128,0.8423251815534216,0.841928020206478,0.8395786518883602,0.8388822897047732,0.8610755378610391,0.8608581086864082,0.8494973588175736,0.8235153083067654,0.856354065443269,0.8623568091971815,0.8632000024125183,0.8793591059100276,0.8743751639230324,0.9100926410598431,0.9086437418337181,0.9055521401771495,0.8551202154747615,0.5095207093899559,0.5084627255320819,0.5049337425940364,0.5096476715469594
7,0.954416986867521,0.971903326308055,0.9403563855960763,0.9044384978053507,0.8611691987714538,0.9963115666583293,0.9923108782281991,0.9955065218681829,0.8058535638548868,0.8822013226188954,0.9206403527069361,0.920366649328047,0.8621104444049034,0.9927792392573359,0.9982668642017952,0.9954182535986095,0.9890822856721837,0.978268142317702,0.9479763723556591,0.9391881371710019,0.9929705386890721,0.9900023756055916,0.9821666281385835,0.733851622661306,0.7357086906971486,0.7417332717634862,0.7383134102630545,0.7314350287899318,0.7339510521354883,0.7216487728231645,0.7279296506384557,0.8394479996928955,0.8392738959980024,0.8405360936724328,0.8367731003066831,0.8217890164715927,0.8232173728641697,0.826407151679587,0.8290079591950431,0.8641536017953338,0.9223671967126509,0.9234132263590064,0.9250376182492185,0.9248910813634459,0.9116630258466463,0.9127085242554567,0.875322026100803,0.9056409408071954,0.529822374620055,0.5310094576920684,0.5233332121986777,0.5137157520092743
8,0.9915447527800058,0.9842684463106451,0.9726022326122407,0.9633166992039315,0.9170590207074286,0.9962286138499882,0.9926535692659852,0.9966303844256823,0.8743801956541443,0.9784316305195174,0.9661735471101203,0.9591792613248628,0.9137477087920727,0.9827952674854451,0.9982926900472865,0.9538586762393921,0.9930656409464248,0.9852026784937814,0.976358547284208,0.9583181720221642,0.9927105376133651,0.9912058952976939,0.9829398626228503,0.7881425351391327,0.7854775682166106,0.7807402098086114,0.7786382601875704,0.7516463156401014,0.7501138873757036,0.7568437428035025,0.7697263500763429,0.9104632590377242,0.9109971530252449,0.9099034678804211,0.9167431947586688,0.9051737057638568,0.9047919378510573,0.9080346338842277,0.8949736200386614,0.9158861611261834,0.934875170941039,0.935083113998665,0.9340694596774232,0.9375634839153449,0.9340073370304712,0.9330613864363643,0.9429872727378273,0.9360627138557825,0.7630762084014993,0.7629534941026603,0.7606307596811362,0.7425377515146908
9,0.9933914257648625,0.9669697357450127,0.9646363093079605,0.9685671654419336,0.9338223692816676,0.9979801187332548,0.9932109516202077,0.9960716262067593,0.897046224389187,0.9913507437914313,0.7575168362708868,0.950152475413211,0.929534860107529,0.9710642267583527,0.9968227373975965,0.994005980493684,0.9882202434632025,0.991352159117238,0.9733921322184556,0.9571781626059415,0.9941914414956798,0.9900284266250694,0.9789545164090269,0.9007268364383831,0.899481272970625,0.9000100641590075,0.9037981928861181,0.9211127388401311,0.9201093815817241,0.9104943663290967,0.9005777445490415,0.8876683773619789,0.8904714203606395,0.8860949926369932,0.8907156516105602,0.8896721042386212,0.8926596771920944,0.8855729715660942,0.8981503702943121,0.93636573638435,0.9526955620139371,0.9527327864349119,0.9590326509064846,0.9582891397648955,0.95812502202934,0.9578967975070558,0.9508400042975522,0.9460418242504299,0.8198246875428531,0.8203121932792282,0.805179987013537,0.8051455127429267
